BCV	text	func_morph	form_morph	strongs	lemma	normalized
John 6:15	αὐτὸς	P-NSM	P-NSM	846	αὐτός	αὐτός	
John 6:15	μόνος.	A-NSM	A-NSM	3441	μόνος	μόνος	
John 6:16	Ὡς	ADV	ADV	5613	ὡς	Ὡς	
John 6:16	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 6:16	ὀψία	A-NSF	A-NSF	3798	ὄψιος	ὀψία	
John 6:16	ἐγένετο,	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
John 6:16	κατέβησαν	V-2AAI-3P	V-2AAI-3P	2597&5627	καταβαίνω	κατέβησαν	
John 6:16	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 6:16	μαθηταὶ	N-NPM	N-NPM	3101	μαθητής	μαθηταί	
John 6:16	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 6:16	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
John 6:16	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 6:16	θάλασσαν,	N-ASF	N-ASF	2281	θάλασσα	θάλασσαν	
John 6:17	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:17	ἐμβάντες	V-2AAP-NPM	V-2AAP-NPM	1684&5631	ἐμβαίνω	ἐμβάντες	
John 6:17	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:17	πλοῖον	N-ASN	N-ASN	4143	πλοῖον	πλοῖον	
John 6:17	ἤρχοντο	V-INI-3P	V-INI-3P	2064&5711	ἔρχομαι	ἤρχοντο	
John 6:17	πέραν	ADV	ADV	4008	πέραν	πέραν	
John 6:17	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 6:17	θαλάσσης	N-GSF	N-GSF	2281	θάλασσα	θαλάσσης	
John 6:17	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:17	Καφαρναούμ.	N-PRI	N-PRI	2584	Καφαρναούμ	Καφαρναούμ	
John 6:17	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:17	σκοτία	N-NSF	N-NSF	4653	σκοτία	σκοτία	
John 6:17	ἤδη	ADV	ADV	2235	ἤδη	ἤδη	
John 6:17	ἐγεγόνει	V-2LAI-3S	V-2LAI-3S	1096&5714	γίνομαι	ἐγεγόνει	
John 6:17	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:17	οὔπω	ADV-N	ADV-N	3768	οὔπω	οὔπω	
John 6:17	ἐληλύθει	V-2LAI-3S	V-2LAI-3S	2064&5714	ἔρχομαι	ἐληλύθει	
John 6:17	πρὸς	PREP	PREP	4314	πρός	πρός	
John 6:17	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
John 6:17	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:17	Ἰησοῦς,	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:18	ἥ	T-NSF	T-NSF	3588	ὁ	ἥ	
John 6:18	τε	PRT	PRT	5037	τέ	τε	
John 6:18	θάλασσα	N-NSF	N-NSF	2281	θάλασσα	θάλασσα	
John 6:18	ἀνέμου	N-GSM	N-GSM	417	ἄνεμος	ἀνέμου	
John 6:18	μεγάλου	A-GSM	A-GSM	3173	μέγας	μεγάλου	
John 6:18	πνέοντος	V-PAP-GSM	V-PAP-GSM	4154&5723	πνέω	πνέοντος	
John 6:18	διεγείρετο.	V-IPI-3S	V-IEI-3S	1326&5712	διεγείρω	διεγείρετο	
John 6:19	ἐληλακότες	V-RAP-NPM	V-RAP-NPM	1643&5761	ἐλαύνω	ἐληλακότες	
John 6:19	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:19	ὡς	ADV	ADV	5613	ὡς	ὡς	
John 6:19	σταδίους	N-APM	N-APM	4712	στάδιον	σταδίους	
John 6:19	εἴκοσι	A-NUI	A-NUI	1501	εἴκοσι	εἴκοσι	
John 6:19	πέντε	A-NUI	A-NUI	4002	πέντε	πέντε	
John 6:19	ἢ	PRT	PRT	2228	ἤ	ἤ	
John 6:19	τριάκοντα	A-NUI	A-NUI	5144	τριάκοντα	τριάκοντα	
John 6:19	θεωροῦσιν	V-PAI-3P	V-PAI-3P	2334&5719	θεωρέω	θεωροῦσιν	
John 6:19	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:19	Ἰησοῦν	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
John 6:19	περιπατοῦντα	V-PAP-ASM	V-PAP-ASM	4043&5723	περιπατέω	περιπατοῦντα	
John 6:19	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
John 6:19	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 6:19	θαλάσσης	N-GSF	N-GSF	2281	θάλασσα	θαλάσσης	
John 6:19	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:19	ἐγγὺς	ADV	ADV	1451	ἐγγύς	ἐγγύς	
John 6:19	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
John 6:19	πλοίου	N-GSN	N-GSN	4143	πλοῖον	πλοίου	
John 6:19	γινόμενον,	V-PNP-ASM	V-PNP-ASM	1096&5740	γίνομαι	γινόμενον	
John 6:19	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:19	ἐφοβήθησαν.	V-AOI-3P	V-AOI-3P	5399&5675	φοβέω	ἐφοβήθησαν	
John 6:20	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:20	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 6:20	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
John 6:20	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 6:20	Ἐγώ	P-1NS	P-1NS	1473	ἐγώ	Ἐγώ	
John 6:20	εἰμι,	V-PAI-1S	V-PAI-1S	1510&5719	εἰμί	εἰμι	
John 6:20	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 6:20	φοβεῖσθε.	V-PNM-2P	V-PNM-2P	5399&5737	φοβέω	φοβεῖσθε	
John 6:21	ἤθελον	V-IAI-3P	V-IAI-3P	2309&5707	θέλω	ἤθελον	
John 6:21	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:21	λαβεῖν	V-2AAN	V-2AAN	2983&5629	λαμβάνω	λαβεῖν	
John 6:21	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 6:21	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:21	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 6:21	πλοῖον,	N-ASN	N-ASN	4143	πλοῖον	πλοῖον	
John 6:21	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:21	εὐθέως	ADV	ADV	2112	εὐθέως	εὐθέως	
John 6:21	ἐγένετο	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
John 6:21	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
John 6:21	πλοῖον	N-NSN	N-NSN	4143	πλοῖον	πλοῖον	
John 6:21	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
John 6:21	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 6:21	γῆς	N-GSF	N-GSF	1093	γῆ	γῆς	
John 6:21	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:21	ἣν	R-ASF	R-ASF	3739	ὅς	ἥν	
John 6:21	ὑπῆγον.	V-IAI-3P	V-IAI-3P	5217&5707	ὑπάγω	ὑπῆγον	
John 6:22	Τῇ	T-DSF	T-DSF	3588	ὁ	Τῇ	
John 6:22	ἐπαύριον	ADV	ADV	1887	ἐπαύριον	ἐπαύριον	
John 6:22	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:22	ὄχλος	N-NSM	N-NSM	3793	ὄχλος	ὄχλος	
John 6:22	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:22	ἑστηκὼς	V-RAP-NSM	V-RAP-NSM	2476&5761	ἵστημι	ἑστηκώς	
John 6:22	πέραν	ADV	ADV	4008	πέραν	πέραν	
John 6:22	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 6:22	θαλάσσης	N-GSF	N-GSF	2281	θάλασσα	θαλάσσης	
John 6:22	εἶδον	V-2AAI-3P	V-2AAI-3P	3708&5627	ὁράω	εἶδον	
John 6:22	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 6:22	πλοιάριον	N-NSN	N-NSN	4142	πλοιάριον	πλοιάριον	
John 6:22	ἄλλο	A-NSN	A-NSN	243	ἄλλος	ἄλλο	
John 6:22	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 6:22	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
John 6:22	ἐκεῖ	ADV	ADV	1563	ἐκεῖ	ἐκεῖ	
John 6:22	εἰ	COND	COND	1487	εἰ	εἰ	
John 6:22	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 6:22	ἕν,	A-NSN	A-NSN	1520	εἷς	ἕν	
John 6:22	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:22	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 6:22	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 6:22	συνεισῆλθεν	V-2AAI-3S	V-2AAI-3S	4897&5627	συνεισέρχομαι	συνεισῆλθεν	
John 6:22	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
John 6:22	μαθηταῖς	N-DPM	N-DPM	3101	μαθητής	μαθηταῖς	
John 6:22	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 6:22	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:22	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:22	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:22	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 6:22	πλοῖον	N-ASN	N-ASN	4143	πλοῖον	πλοῖον	
John 6:22	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
John 6:22	μόνοι	A-NPM	A-NPM	3441	μόνος	μόνοι	
John 6:22	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 6:22	μαθηταὶ	N-NPM	N-NPM	3101	μαθητής	μαθηταί	
John 6:22	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 6:22	ἀπῆλθον·	V-2AAI-3P	V-2AAI-3P	565&5627	ἀπέρχομαι	ἀπῆλθον	
John 6:23	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
John 6:23	ἦλθεν	V-2AAI-3S	V-2AAI-3S	2064&5627	ἔρχομαι	ἦλθεν	
John 6:23	πλοιάρια	N-APN	N-APN	4142	πλοιάριον	πλοιάρια	
John 6:23	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 6:23	Τιβεριάδος	N-GSF	N-GSF	5085	Τιβεριάς	Τιβεριάδος	
John 6:23	ἐγγὺς	ADV	ADV	1451	ἐγγύς	ἐγγύς	
John 6:23	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:23	τόπου	N-GSM	N-GSM	5117	τόπος	τόπου	
John 6:23	ὅπου	ADV	ADV	3699	ὅπου	ὅπου	
John 6:23	ἔφαγον	V-2AAI-3P	V-2AAI-3P	5315&5627	ἐσθίω	ἔφαγον	
John 6:23	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:23	ἄρτον	N-ASM	N-ASM	740	ἄρτος	ἄρτον	
John 6:23	εὐχαριστήσαντος	V-AAP-GSM	V-AAP-GSM	2168&5660	εὐχαριστέω	εὐχαριστήσαντος	
John 6:23	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:23	Κυρίου.	N-GSM	N-GSM	2962	κύριος	Κυρίου	
John 6:24	ὅτε	ADV	ADV	3753	ὅτε	ὅτε	
John 6:24	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:24	εἶδεν	V-2AAI-3S	V-2AAI-3S	3708&5627	ὁράω	εἶδεν	
John 6:24	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:24	ὄχλος	N-NSM	N-NSM	3793	ὄχλος	ὄχλος	
John 6:24	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 6:24	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:24	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 6:24	ἔστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἔστιν	
John 6:24	ἐκεῖ	ADV	ADV	1563	ἐκεῖ	ἐκεῖ	
John 6:24	οὐδὲ	CONJ-N	CONJ-N	3761	οὐδέ	οὐδέ	
John 6:24	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 6:24	μαθηταὶ	N-NPM	N-NPM	3101	μαθητής	μαθηταί	
John 6:24	αὐτοῦ,	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 6:24	ἐνέβησαν	V-2AAI-3P	V-2AAI-3P	1684&5627	ἐμβαίνω	ἐνέβησαν	
John 6:24	αὐτοὶ	P-NPM	P-NPM	846	αὐτός	αὐτοί	
John 6:24	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:24	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 6:24	πλοιάρια	N-APN	N-APN	4142	πλοιάριον	πλοιάρια	
John 6:24	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:24	ἦλθον	V-2AAI-3P	V-2AAI-3P	2064&5627	ἔρχομαι	ἦλθον	
John 6:24	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:24	Καφαρναοὺμ	N-PRI	N-PRI	2584	Καφαρναούμ	Καφαρναούμ	
John 6:24	ζητοῦντες	V-PAP-NPM	V-PAP-NPM	2212&5723	ζητέω	ζητοῦντες	
John 6:24	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:24	Ἰησοῦν.	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
John 6:25	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:25	εὑρόντες	V-2AAP-NPM	V-2AAP-NPM	2147&5631	εὑρίσκω	εὑρόντες	
John 6:25	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 6:25	πέραν	ADV	ADV	4008	πέραν	πέραν	
John 6:25	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 6:25	θαλάσσης	N-GSF	N-GSF	2281	θάλασσα	θαλάσσης	
John 6:25	εἶπον	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπον	
John 6:25	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
John 6:25	Ῥαββεί,	HEB	HEB	4461	ῥαββί	Ῥαββεί	
John 6:25	πότε	PRT-I	PRT-I	4219	πότε	πότε	
John 6:25	ὧδε	ADV	ADV	5602	ὧδε	ὧδε	
John 6:25	γέγονας;	V-2RAI-2S	V-2RAI-2S	1096&5754	γίνομαι	γέγονας	
John 6:26	ἀπεκρίθη	V-ADI-3S	V-ADI-3S	611&5662	ἀποκρίνομαι	ἀπεκρίθη	
John 6:26	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 6:26	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:26	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:26	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:26	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 6:26	Ἀμὴν	HEB	HEB	281	ἀμήν	Ἀμήν	
John 6:26	ἀμὴν	HEB	HEB	281	ἀμήν	ἀμήν	
John 6:26	λέγω	V-PAI-1S	V-PAI-1S	3004&5719	λέγω	λέγω	
John 6:26	ὑμῖν,	P-2DP	P-2DP	4771	σύ	ὑμῖν	
John 6:26	ζητεῖτέ	V-PAI-2P	V-PAI-2P	2212&5719	ζητέω	ζητεῖτε	
John 6:26	με	P-1AS	P-1AS	1473	ἐγώ	με	
John 6:26	οὐχ	PRT-N	PRT-N	3756	οὐ	οὐχ	
John 6:26	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 6:26	εἴδετε	V-2AAI-2P	V-2AAI-2P	3708&5627	ὁράω	εἴδετε	
John 6:26	σημεῖα,	N-APN	N-APN	4592	σημεῖον	σημεῖα	
John 6:26	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
John 6:26	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 6:26	ἐφάγετε	V-2AAI-2P	V-2AAI-2P	5315&5627	ἐσθίω	ἐφάγετε	
John 6:26	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 6:26	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 6:26	ἄρτων	N-GPM	N-GPM	740	ἄρτος	ἄρτων	
John 6:26	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:26	ἐχορτάσθητε.	V-API-2P	V-API-2P	5526&5681	χορτάζω	ἐχορτάσθητε	
John 6:27	ἐργάζεσθε	V-PNM-2P	V-PNM-2P	2038&5737	ἐργάζομαι	ἐργάζεσθε	
John 6:27	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 6:27	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 6:27	βρῶσιν	N-ASF	N-ASF	1035	βρῶσις	βρῶσιν	
John 6:27	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 6:27	ἀπολλυμένην,	V-PMP-ASF	V-PEP-ASF	622&5734	ἀπόλλυμι	ἀπολλυμένην	
John 6:27	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
John 6:27	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 6:27	βρῶσιν	N-ASF	N-ASF	1035	βρῶσις	βρῶσιν	
John 6:27	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 6:27	μένουσαν	V-PAP-ASF	V-PAP-ASF	3306&5723	μένω	μένουσαν	
John 6:27	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:27	ζωὴν	N-ASF	N-ASF	2222	ζωή	ζωήν	
John 6:27	αἰώνιον,	A-ASF	A-ASF	166	αἰώνιος	αἰώνιον	
John 6:27	ἣν	R-ASF	R-ASF	3739	ὅς	ἥν	
John 6:27	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:27	Υἱὸς	N-NSM	N-NSM	5207	υἱός	Υἱός	
John 6:27	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:27	ἀνθρώπου	N-GSM	N-GSM	444	ἄνθρωπος	ἀνθρώπου	
John 6:27	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
John 6:27	δώσει·	V-FAI-3S	V-FAI-3S	1325&5692	δίδωμι	δώσει	
John 6:27	τοῦτον	D-ASM	D-ASM	3778	οὗτος	τοῦτον	
John 6:27	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
John 6:27	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:27	Πατὴρ	N-NSM	N-NSM	3962	πατήρ	Πατήρ	
John 6:27	ἐσφράγισεν	V-AAI-3S	V-AAI-3S	4972&5656	σφραγίζω	ἐσφράγισεν	
John 6:27	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:27	Θεός.	N-NSM	N-NSM	2316	θεός	Θεός	
John 6:28	εἶπον	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπον	
John 6:28	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:28	πρὸς	PREP	PREP	4314	πρός	πρός	
John 6:28	αὐτόν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 6:28	Τί	I-ASN	I-ASN	5101	τίς	Τί	
John 6:28	ποιῶμεν	V-PAS-1P	V-PAS-1P	4160&5725	ποιέω	ποιῶμεν	
John 6:28	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 6:28	ἐργαζώμεθα	V-PNS-1P	V-PNS-1P	2038&5741	ἐργάζομαι	ἐργαζώμεθα	
John 6:28	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 6:28	ἔργα	N-APN	N-APN	2041	ἔργον	ἔργα	
John 6:28	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:28	Θεοῦ;	N-GSM	N-GSM	2316	θεός	Θεοῦ	
John 6:29	ἀπεκρίθη	V-ADI-3S	V-ADI-3S	611&5662	ἀποκρίνομαι	ἀπεκρίθη	
John 6:29	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:29	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:29	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 6:29	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 6:29	Τοῦτό	D-NSN	D-NSN	3778	οὗτος	Τοῦτο	
John 6:29	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
John 6:29	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
John 6:29	ἔργον	N-NSN	N-NSN	2041	ἔργον	ἔργον	
John 6:29	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:29	Θεοῦ,	N-GSM	N-GSM	2316	θεός	Θεοῦ	
John 6:29	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 6:29	πιστεύητε	V-PAS-2P	V-PAS-2P	4100&5725	πιστεύω	πιστεύητε	
John 6:29	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 6:29	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
John 6:29	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
John 6:29	ἐκεῖνος.	D-NSM	D-NSM	1565	ἐκεῖνος	ἐκεῖνος	
John 6:30	εἶπον	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπον	
John 6:30	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:30	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
John 6:30	Τί	I-ASN	I-ASN	5101	τίς	Τί	
John 6:30	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:30	ποιεῖς	V-PAI-2S	V-PAI-2S	4160&5719	ποιέω	ποιεῖς	
John 6:30	σὺ	P-2NS	P-2NS	4771	σύ	σύ	
John 6:30	σημεῖον,	N-ASN	N-ASN	4592	σημεῖον	σημεῖον	
John 6:30	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 6:30	ἴδωμεν	V-2AAS-1P	V-2AAS-1P	3708&5632	ὁράω	ἴδωμεν	
John 6:30	καὶ	CONJ	CONJ	2532	καί	καί	
John 6:30	πιστεύσωμέν	V-AAS-1P	V-AAS-1P	4100&5661	πιστεύω	πιστεύσωμεν	
John 6:30	σοι;	P-2DS	P-2DS	4771	σύ	σοι	
John 6:30	τί	I-ASN	I-ASN	5101	τίς	τί	
John 6:30	ἐργάζῃ;	V-PNI-2S	V-PNI-2S	2038&5736	ἐργάζομαι	ἐργάζῃ	
John 6:31	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 6:31	πατέρες	N-NPM	N-NPM	3962	πατήρ	πατέρες	
John 6:31	ἡμῶν	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
John 6:31	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 6:31	μάννα	HEB	HEB	3131	μάννα	μάννα	
John 6:31	ἔφαγον	V-2AAI-3P	V-2AAI-3P	5315&5627	ἐσθίω	ἔφαγον	
John 6:31	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 6:31	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
John 6:31	ἐρήμῳ,	A-DSF	A-DSF	2048	ἔρημος	ἐρήμῳ	
John 6:31	καθώς	ADV	ADV	2531	καθώς	καθώς	
John 6:31	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
John 6:31	γεγραμμένον	V-RPP-NSN	V-RPP-NSN	1125&5772	γράφω	γεγραμμένον	
John 6:31	Ἄρτον	N-ASM	N-ASM	740	ἄρτος	Ἄρτον	
John 6:31	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 6:31	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:31	οὐρανοῦ	N-GSM	N-GSM	3772	οὐρανός	οὐρανοῦ	
John 6:31	ἔδωκεν	V-AAI-3S	V-AAI-3S	1325&5656	δίδωμι	ἔδωκεν	
John 6:31	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 6:31	φαγεῖν.	V-2AAN	V-2AAN	5315&5629	ἐσθίω	φαγεῖν	
John 6:32	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 6:32	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 6:32	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 6:32	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:32	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 6:32	Ἀμὴν	HEB	HEB	281	ἀμήν	Ἀμήν	
John 6:32	ἀμὴν	HEB	HEB	281	ἀμήν	ἀμήν	
John 6:32	λέγω	V-PAI-1S	V-PAI-1S	3004&5719	λέγω	λέγω	
John 6:32	ὑμῖν,	P-2DP	P-2DP	4771	σύ	ὑμῖν	
John 6:32	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 6:32	Μωϋσῆς	N-NSM	N-NSM	3475	Μωϋσῆς	Μωϋσῆς	
John 6:32	δέδωκεν	V-RAI-3S	V-RAI-3S	1325	δίδωμι	δέδωκεν	
John 6:32	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
John 6:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:32	ἄρτον	N-ASM	N-ASM	740	ἄρτος	ἄρτον	
John 6:32	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 6:32	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:32	οὐρανοῦ,	N-GSM	N-GSM	3772	οὐρανός	οὐρανοῦ	
John 6:32	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
John 6:32	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 6:32	Πατήρ	N-NSM	N-NSM	3962	πατήρ	Πατήρ	
John 6:32	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
John 6:32	δίδωσιν	V-PAI-3S	V-PAI-3S	1325&5719	δίδωμι	δίδωσιν	
John 6:32	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
John 6:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:32	ἄρτον	N-ASM	N-ASM	740	ἄρτος	ἄρτον	
John 6:32	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 6:32	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 6:32	οὐρανοῦ	N-GSM	N-GSM	3772	οὐρανός	οὐρανοῦ	
John 6:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 6:32	ἀληθινόν·	A-ASM	A-ASM	228	ἀληθινός	ἀληθινόν	
