BCV	text	func_morph	form_morph	strongs	lemma	normalized
John 12:37	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 12:37	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 12:37	σημεῖα	N-APN	N-APN	4592	σημεῖον	σημεῖα	
John 12:37	πεποιηκότος	V-RAP-GSM	V-RAP-GSM	4160&5761	ποιέω	πεποιηκότος	
John 12:37	ἔμπροσθεν	PREP	PREP	1715	ἔμπροσθεν	ἔμπροσθεν	
John 12:37	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
John 12:37	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 12:37	ἐπίστευον	V-IAI-3P	V-IAI-3P	4100&5707	πιστεύω	ἐπίστευον	
John 12:37	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:37	αὐτόν,	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 12:38	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:38	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:38	λόγος	N-NSM	N-NSM	3056	λόγος	λόγος	
John 12:38	Ἡσαΐου	N-GSM	N-GSM	2268	Ἠσαΐας	Ἡσαΐου	
John 12:38	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 12:38	προφήτου	N-GSM	N-GSM	4396	προφήτης	προφήτου	
John 12:38	πληρωθῇ	V-APS-3S	V-APS-3S	4137&5686	πληρόω	πληρωθῇ	
John 12:38	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
John 12:38	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 12:38	Κύριε,	N-VSM	N-VSM	2962	κύριος	Κύριε	
John 12:38	τίς	I-NSM	I-NSM	5101	τίς	τίς	
John 12:38	ἐπίστευσεν	V-AAI-3S	V-AAI-3S	4100&5656	πιστεύω	ἐπίστευσεν	
John 12:38	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
John 12:38	ἀκοῇ	N-DSF	N-DSF	189	ἀκοή	ἀκοῇ	
John 12:38	ἡμῶν;	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
John 12:38	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:38	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:38	βραχίων	N-NSM	N-NSM	1023	βραχίων	βραχίων	
John 12:38	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
John 12:38	τίνι	I-DSM	I-DSM	5101	τίς	τίνι	
John 12:38	ἀπεκαλύφθη;	V-API-3S	V-API-3S	601&5681	ἀποκαλύπτω	ἀπεκαλύφθη	
John 12:39	διὰ	PREP	PREP	1223	διά	διά	
John 12:39	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
John 12:39	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 12:39	ἠδύναντο	V-INI-3P-ATT	V-INI-3P-ATT	1410&5711	δύναμαι	ἠδύναντο	
John 12:39	πιστεύειν,	V-PAN	V-PAN	4100&5721	πιστεύω	πιστεύειν	
John 12:39	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 12:39	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
John 12:39	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 12:39	Ἡσαΐας	N-NSM	N-NSM	2268	Ἠσαΐας	Ἡσαΐας	
John 12:40	Τετύφλωκεν	V-RAI-3S	V-RAI-3S	5186&5758	τυφλόω	Τετύφλωκεν	
John 12:40	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
John 12:40	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
John 12:40	ὀφθαλμοὺς	N-APM	N-APM	3788	ὀφθαλμός	ὀφθαλμούς	
John 12:40	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:40	ἐπώρωσεν	V-AAI-3S	V-AAI-3S	4456&5656	πωρόω	ἐπώρωσεν	
John 12:40	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
John 12:40	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 12:40	καρδίαν,	N-ASF	N-ASF	2588	καρδία	καρδίαν	
John 12:40	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:40	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 12:40	ἴδωσιν	V-2AAS-3P	V-2AAS-3P	3708&5632	ὁράω	ἴδωσιν	
John 12:40	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
John 12:40	ὀφθαλμοῖς	N-DPM	N-DPM	3788	ὀφθαλμός	ὀφθαλμοῖς	
John 12:40	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:40	νοήσωσιν	V-AAS-3P	V-AAS-3P	3539&5661	νοέω	νοήσωσιν	
John 12:40	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
John 12:40	καρδίᾳ	N-DSF	N-DSF	2588	καρδία	καρδίᾳ	
John 12:40	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:40	στραφῶσιν,	V-2APS-3P	V-2APS-3P	4762&5652	στρέφω	στραφῶσιν	
John 12:40	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:40	ἰάσομαι	V-FDI-1S	V-FDI-1S	2390&5695	ἰάομαι	ἰάσομαι	
John 12:40	αὐτούς.	P-APM	P-APM	846	αὐτός	αὐτούς	
John 12:41	ταῦτα	D-APN	D-APN	3778	οὗτος	ταῦτα	
John 12:41	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 12:41	Ἡσαΐας	N-NSM	N-NSM	2268	Ἠσαΐας	Ἡσαΐας	
John 12:41	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 12:41	εἶδεν	V-2AAI-3S	V-2AAI-3S	3708&5627	ὁράω	εἶδεν	
John 12:41	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 12:41	δόξαν	N-ASF	N-ASF	1391	δόξα	δόξαν	
John 12:41	αὐτοῦ,	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 12:41	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:41	ἐλάλησεν	V-AAI-3S	V-AAI-3S	2980&5656	λαλέω	ἐλάλησεν	
John 12:41	περὶ	PREP	PREP	4012	περί	περί	
John 12:41	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 12:42	ὅμως	CONJ	CONJ	3676	ὅμως	ὅμως	
John 12:42	μέντοι	CONJ	CONJ	3305	μέντοι	μέντοι	
John 12:42	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:42	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 12:42	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 12:42	ἀρχόντων	N-GPM	N-GPM	758	ἄρχων	ἀρχόντων	
John 12:42	πολλοὶ	A-NPM	A-NPM	4183	πολύς	πολλοί	
John 12:42	ἐπίστευσαν	V-AAI-3P	V-AAI-3P	4100&5656	πιστεύω	ἐπίστευσαν	
John 12:42	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:42	αὐτόν,	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 12:42	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
John 12:42	διὰ	PREP	PREP	1223	διά	διά	
John 12:42	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
John 12:42	Φαρισαίους	N-APM	N-APM	5330	Φαρισαῖος	Φαρισαίους	
John 12:42	οὐχ	PRT-N	PRT-N	3756	οὐ	οὐχ	
John 12:42	ὡμολόγουν,	V-IAI-3P	V-IAI-3P	3670&5707	ὁμολογέω	ὡμολόγουν	
John 12:42	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:42	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 12:42	ἀποσυνάγωγοι	A-NPM	A-NPM	656	ἀποσυνάγωγος	ἀποσυνάγωγοι	
John 12:42	γένωνται·	V-2ADS-3P	V-2ADS-3P	1096&5638	γίνομαι	γένωνται	
John 12:43	ἠγάπησαν	V-AAI-3P	V-AAI-3P	25&5656	ἀγαπάω	ἠγάπησαν	
John 12:43	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
John 12:43	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 12:43	δόξαν	N-ASF	N-ASF	1391	δόξα	δόξαν	
John 12:43	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 12:43	ἀνθρώπων	N-GPM	N-GPM	444	ἄνθρωπος	ἀνθρώπων	
John 12:43	μᾶλλον	ADV	ADV	3123	μᾶλλον	μᾶλλον	
John 12:43	ἤπερ	PRT	PRT	2260	ἤπερ	ἤπερ	
John 12:43	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 12:43	δόξαν	N-ASF	N-ASF	1391	δόξα	δόξαν	
John 12:43	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 12:43	Θεοῦ.	N-GSM	N-GSM	2316	θεός	Θεοῦ	
John 12:44	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 12:44	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 12:44	ἔκραξεν	V-AAI-3S	V-AAI-3S	2896&5656	κράζω	ἔκραξεν	
John 12:44	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:44	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
John 12:44	Ὁ	T-NSM	T-NSM	3588	ὁ	Ὁ	
John 12:44	πιστεύων	V-PAP-NSM	V-PAP-NSM	4100&5723	πιστεύω	πιστεύων	
John 12:44	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:44	ἐμὲ	P-1AS	P-1AS	1473	ἐγώ	ἐμέ	
John 12:44	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 12:44	πιστεύει	V-PAI-3S	V-PAI-3S	4100&5719	πιστεύω	πιστεύει	
John 12:44	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:44	ἐμὲ	P-1AS	P-1AS	1473	ἐγώ	ἐμέ	
John 12:44	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
John 12:44	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:44	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:44	πέμψαντά	V-AAP-ASM	V-AAP-ASM	3992&5660	πέμπω	πέμψαντα	
John 12:44	με,	P-1AS	P-1AS	1473	ἐγώ	με	
John 12:45	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:45	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:45	θεωρῶν	V-PAP-NSM	V-PAP-NSM	2334&5723	θεωρέω	θεωρῶν	
John 12:45	ἐμὲ	P-1AS	P-1AS	1473	ἐγώ	ἐμέ	
John 12:45	θεωρεῖ	V-PAI-3S	V-PAI-3S	2334&5719	θεωρέω	θεωρεῖ	
John 12:45	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:45	πέμψαντά	V-AAP-ASM	V-AAP-ASM	3992&5660	πέμπω	πέμψαντα	
John 12:45	με.	P-1AS	P-1AS	1473	ἐγώ	με	
John 12:46	ἐγὼ	P-1NS	P-1NS	1473	ἐγώ	ἐγώ	
John 12:46	φῶς	N-NSN	N-NSN	5457	φῶς	φῶς	
John 12:46	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:46	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:46	κόσμον	N-ASM	N-ASM	2889	κόσμος	κόσμον	
John 12:46	ἐλήλυθα,	V-2RAI-1S	V-2RAI-1S	2064&5754	ἔρχομαι	ἐλήλυθα	
John 12:46	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:46	πᾶς	A-NSM	A-NSM	3956	πᾶς	πᾶς	
John 12:46	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:46	πιστεύων	V-PAP-NSM	V-PAP-NSM	4100&5723	πιστεύω	πιστεύων	
John 12:46	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 12:46	ἐμὲ	P-1AS	P-1AS	1473	ἐγώ	ἐμέ	
John 12:46	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 12:46	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
John 12:46	σκοτίᾳ	N-DSF	N-DSF	4653	σκοτία	σκοτίᾳ	
John 12:46	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 12:46	μείνῃ.	V-AAS-3S	V-AAS-3S	3306&5661	μένω	μείνῃ	
John 12:47	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:47	ἐάν	COND	COND	1437	ἐάν	ἐάν	
John 12:47	τίς	X-NSM	X-NSM	5100	τὶς	τίς	
John 12:47	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
John 12:47	ἀκούσῃ	V-AAS-3S	V-AAS-3S	191&5661	ἀκούω	ἀκούσῃ	
John 12:47	τῶν	T-GPN	T-GPN	3588	ὁ	τῶν	
John 12:47	ῥημάτων	N-GPN	N-GPN	4487	ῥῆμα	ῥημάτων	
John 12:47	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:47	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 12:47	φυλάξῃ,	V-AAS-3S	V-AAS-3S	5442&5661	φυλάσσω	φυλάξῃ	
John 12:47	ἐγὼ	P-1NS	P-1NS	1473	ἐγώ	ἐγώ	
John 12:47	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 12:47	κρίνω	V-PAI-1S	V-PAI-1S	2919&5719	κρίνω	κρίνω	
John 12:47	αὐτόν·	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 12:47	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 12:47	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
John 12:47	ἦλθον	V-2AAI-1S	V-2AAI-1S	2064&5627	ἔρχομαι	ἦλθον	
John 12:47	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:47	κρίνω	V-PAS-1S	V-PAS-1S	2919&5725	κρίνω	κρίνω	
John 12:47	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:47	κόσμον,	N-ASM	N-ASM	2889	κόσμος	κόσμον	
John 12:47	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
John 12:47	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 12:47	σώσω	V-AAS-1S	V-AAS-1S	4982&5661	σῴζω	σώσω	
John 12:47	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:47	κόσμον.	N-ASM	N-ASM	2889	κόσμος	κόσμον	
John 12:48	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:48	ἀθετῶν	V-PAP-NSM	V-PAP-NSM	114&5723	ἀθετέω	ἀθετῶν	
John 12:48	ἐμὲ	P-1AS	P-1AS	1473	ἐγώ	ἐμέ	
John 12:48	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:48	μὴ	PRT-N	PRT-N	3361	μή	μή	
John 12:48	λαμβάνων	V-PAP-NSM	V-PAP-NSM	2983&5723	λαμβάνω	λαμβάνων	
John 12:48	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 12:48	ῥήματά	N-APN	N-APN	4487	ῥῆμα	ῥήματα	
John 12:48	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
John 12:48	ἔχει	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
John 12:48	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 12:48	κρίνοντα	V-PAP-ASM	V-PAP-ASM	2919&5723	κρίνω	κρίνοντα	
John 12:48	αὐτόν·	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 12:48	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:48	λόγος	N-NSM	N-NSM	3056	λόγος	λόγος	
John 12:48	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
John 12:48	ἐλάλησα,	V-AAI-1S	V-AAI-1S	2980&5656	λαλέω	ἐλάλησα	
John 12:48	ἐκεῖνος	D-NSM	D-NSM	1565	ἐκεῖνος	ἐκεῖνος	
John 12:48	κρινεῖ	V-FAI-3S	V-FAI-3S	2919&5692	κρίνω	κρινεῖ	
John 12:48	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 12:48	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 12:48	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
John 12:48	ἐσχάτῃ	A-DSF-S	A-DSF-S	2078	ἔσχατος	ἐσχάτῃ	
John 12:48	ἡμέρᾳ·	N-DSF	N-DSF	2250	ἡμέρα	ἡμέρᾳ	
John 12:49	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 12:49	ἐγὼ	P-1NS	P-1NS	1473	ἐγώ	ἐγώ	
John 12:49	ἐξ	PREP	PREP	1537	ἐκ	ἐξ	
John 12:49	ἐμαυτοῦ	F-1GSM	F-1GSM	1683	ἐμαυτοῦ	ἐμαυτοῦ	
John 12:49	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 12:49	ἐλάλησα,	V-AAI-1S	V-AAI-1S	2980&5656	λαλέω	ἐλάλησα	
John 12:49	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
John 12:49	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:49	πέμψας	V-AAP-NSM	V-AAP-NSM	3992&5660	πέμπω	πέμψας	
John 12:49	με	P-1AS	P-1AS	1473	ἐγώ	με	
John 12:49	Πατὴρ	N-NSM	N-NSM	3962	πατήρ	Πατήρ	
John 12:49	αὐτός	P-NSM	P-NSM	846	αὐτός	αὐτός	
John 12:49	μοι	P-1DS	P-1DS	1473	ἐγώ	μοι	
John 12:49	ἐντολὴν	N-ASF	N-ASF	1785	ἐντολή	ἐντολήν	
John 12:49	δέδωκεν	V-RAI-3S	V-RAI-3S	1325&5758	δίδωμι	δέδωκεν	
John 12:49	τί	I-ASN	I-ASN	5101	τίς	τί	
John 12:49	εἴπω	V-2AAS-1S	V-2AAS-1S	3004&5632	λέγω	εἴπω	
John 12:49	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:49	τί	I-ASN	I-ASN	5101	τίς	τί	
John 12:49	λαλήσω.	V-AAS-1S	V-AAS-1S	2980&5661	λαλέω	λαλήσω	
John 12:50	καὶ	CONJ	CONJ	2532	καί	καί	
John 12:50	οἶδα	V-RAI-1S	V-RAI-1S	1492&5758	οἶδα	οἶδα	
John 12:50	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 12:50	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
John 12:50	ἐντολὴ	N-NSF	N-NSF	1785	ἐντολή	ἐντολή	
John 12:50	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 12:50	ζωὴ	N-NSF	N-NSF	2222	ζωή	ζωή	
John 12:50	αἰώνιός	A-NSF	A-NSF	166	αἰώνιος	αἰώνιος	
John 12:50	ἐστιν.	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
John 12:50	ἃ	R-APN	R-APN	3739	ὅς	ἅ	
John 12:50	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 12:50	ἐγὼ	P-1NS	P-1NS	1473	ἐγώ	ἐγώ	
John 12:50	λαλῶ,	V-PAI-1S	V-PAI-1S	2980&5719	λαλέω	λαλῶ	
John 12:50	καθὼς	ADV	ADV	2531	καθώς	καθώς	
John 12:50	εἴρηκέν	V-RAI-3S-ATT	V-RAI-3S-ATT	2046&5758	εἶπον	εἴρηκεν	
John 12:50	μοι	P-1DS	P-1DS	1473	ἐγώ	μοι	
John 12:50	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 12:50	Πατήρ,	N-NSM	N-NSM	3962	πατήρ	Πατήρ	
John 12:50	οὕτως	ADV	ADV	3779	οὕτω	οὕτως	
John 12:50	λαλῶ.	V-PAI-1S	V-PAI-1S	2980&5719	λαλέω	λαλῶ	
John 13:1	Πρὸ	PREP	PREP	4253	πρό	Πρό	
John 13:1	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 13:1	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 13:1	ἑορτῆς	N-GSF	N-GSF	1859	ἑορτή	ἑορτῆς	
John 13:1	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
John 13:1	πάσχα	ARAM	ARAM	3957	πάσχα	πάσχα	
John 13:1	εἰδὼς	V-RAP-NSM	V-RAP-NSM	1492&5761	οἶδα	εἰδώς	
John 13:1	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 13:1	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 13:1	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 13:1	ἦλθεν	V-2AAI-3S	V-2AAI-3S	2064&5627	ἔρχομαι	ἦλθεν	
John 13:1	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 13:1	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
John 13:1	ὥρα	N-NSF	N-NSF	5610	ὥρα	ὥρα	
John 13:1	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 13:1	μεταβῇ	V-2AAS-3S	V-2AAS-3S	3327&5632	μεταβαίνω	μεταβῇ	
John 13:1	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 13:1	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 13:1	κόσμου	N-GSM	N-GSM	2889	κόσμος	κόσμου	
John 13:1	τούτου	D-GSM	D-GSM	3778	οὗτος	τούτου	
John 13:1	πρὸς	PREP	PREP	4314	πρός	πρός	
John 13:1	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 13:1	Πατέρα,	N-ASM	N-ASM	3962	πατήρ	Πατέρα	
John 13:1	ἀγαπήσας	V-AAP-NSM	V-AAP-NSM	25&5660	ἀγαπάω	ἀγαπήσας	
John 13:1	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
John 13:1	ἰδίους	A-APM	A-APM	2398	ἴδιος	ἰδίους	
John 13:1	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
John 13:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 13:1	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
John 13:1	κόσμῳ,	N-DSM	N-DSM	2889	κόσμος	κόσμῳ	
John 13:1	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 13:1	τέλος	N-ASN	N-ASN	5056	τέλος	τέλος	
John 13:1	ἠγάπησεν	V-AAI-3S	V-AAI-3S	25&5656	ἀγαπάω	ἠγάπησεν	
John 13:1	αὐτούς.	P-APM	P-APM	846	αὐτός	αὐτούς	
John 13:2	καὶ	CONJ	CONJ	2532	καί	καί	
John 13:2	δείπνου	N-GSN	N-GSN	1173	δεῖπνον	δείπνου	
John 13:2	γινομένου,	V-PNP-GSN	V-PNP-GSN	1096&5740	γίνομαι	γινομένου	
John 13:2	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 13:2	διαβόλου	A-GSM	A-GSM	1228	διάβολος	διαβόλου	
John 13:2	ἤδη	ADV	ADV	2235	ἤδη	ἤδη	
John 13:2	βεβληκότος	V-RAP-GSM	V-RAP-GSM	906&5761	βάλλω	βεβληκότος	
John 13:2	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 13:2	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 13:2	καρδίαν	N-ASF	N-ASF	2588	καρδία	καρδίαν	
John 13:2	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 13:2	παραδοῖ	V-2AAS-3S	V-2AAS-3S	3860&5632	παραδίδωμι	παραδοῖ	
John 13:2	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 13:2	Ἰούδας	N-NSM	N-NSM	2455	Ἰούδας	Ἰούδας	
John 13:2	Σίμωνος	N-GSM	N-GSM	4613	Σίμων	Σίμωνος	
John 13:2	Ἰσκαριώτης,	N-NSM	N-NSM	2469	Ἰσκαριώθ	Ἰσκαριώτης	
John 13:3	εἰδὼς	V-RAP-NSM	V-RAP-NSM	1492&5761	οἶδα	εἰδώς	
John 13:3	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 13:3	πάντα	A-APN	A-APN	3956	πᾶς	πάντα	
John 13:3	ἔδωκεν	V-AAI-3S	V-AAI-3S	1325&5656	δίδωμι	ἔδωκεν	
John 13:3	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
John 13:3	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 13:3	Πατὴρ	N-NSM	N-NSM	3962	πατήρ	Πατήρ	
John 13:3	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 13:3	τὰς	T-APF	T-APF	3588	ὁ	τάς	
John 13:3	χεῖρας,	N-APF	N-APF	5495	χείρ	χεῖρας	
John 13:3	καὶ	CONJ	CONJ	2532	καί	καί	
John 13:3	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 13:3	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
John 13:3	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
John 13:3	ἐξῆλθεν	V-2AAI-3S	V-2AAI-3S	1831&5627	ἐξέρχομαι	ἐξῆλθεν	
John 13:3	καὶ	CONJ	CONJ	2532	καί	καί	
John 13:3	πρὸς	PREP	PREP	4314	πρός	πρός	
John 13:3	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 13:3	Θεὸν	N-ASM	N-ASM	2316	θεός	Θεόν	
John 13:3	ὑπάγει,	V-PAI-3S	V-PAI-3S	5217&5719	ὑπάγω	ὑπάγει	
John 13:4	ἐγείρεται	V-PPI-3S	V-PEI-3S	1453&5743	ἐγείρω	ἐγείρεται	
John 13:4	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 13:4	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
John 13:4	δείπνου	N-GSN	N-GSN	1173	δεῖπνον	δείπνου	
John 13:4	καὶ	CONJ	CONJ	2532	καί	καί	
John 13:4	τίθησιν	V-PAI-3S	V-PAI-3S	5087&5719	τίθημι	τίθησιν	
John 13:4	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 13:4	ἱμάτια,	N-APN	N-APN	2440	ἱμάτιον	ἱμάτια	
John 13:4	καὶ	CONJ	CONJ	2532	καί	καί	
John 13:4	λαβὼν	V-2AAP-NSM	V-2AAP-NSM	2983&5631	λαμβάνω	λαβών	
John 13:4	λέντιον	N-ASN	N-ASN	3012	λέντιον	λέντιον	
John 13:4	διέζωσεν	V-AAI-3S	V-AAI-3S	1241&5656	διαζώννυμι	διέζωσεν	
John 13:4	ἑαυτόν·	F-3ASM	F-3ASM	1438	ἑαυτοῦ	ἑαυτόν	
John 13:5	εἶτα	ADV	ADV	1534	εἶτα	εἶτα	
John 13:5	βάλλει	V-PAI-3S	V-PAI-3S	906&5719	βάλλω	βάλλει	
John 13:5	ὕδωρ	N-ASN	N-ASN	5204	ὕδωρ	ὕδωρ	
John 13:5	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 13:5	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 13:5	νιπτῆρα,	N-ASM	N-ASM	3537	νιπτήρ	νιπτῆρα	
