BCV	text	func_morph	form_morph	strongs	lemma	normalized
Matt 21:35	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 21:35	μὲν	PRT	PRT	3303	μέν	μέν	
Matt 21:35	ἔδειραν,	V-AAI-3P	V-AAI-3P	1194&5656	δέρω	ἔδειραν	
Matt 21:35	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 21:35	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 21:35	ἀπέκτειναν,	V-AAI-3P	V-AAI-3P	615&5656	ἀποκτείνω	ἀπέκτειναν	
Matt 21:35	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 21:35	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 21:35	ἐλιθοβόλησαν.	V-AAI-3P	V-AAI-3P	3036&5656	λιθοβολέω	ἐλιθοβόλησαν	
Matt 21:36	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
Matt 21:36	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Matt 21:36	ἄλλους	A-APM	A-APM	243	ἄλλος	ἄλλους	
Matt 21:36	δούλους	N-APM	N-APM	1401	δοῦλος (II)	δούλους	
Matt 21:36	πλείονας	A-APM-C	A-APM-C	4183	πολύς	πλείονας	
Matt 21:36	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 21:36	πρώτων,	A-GPM-S	A-GPM-S	4413	πρῶτος	πρώτων	
Matt 21:36	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:36	ἐποίησαν	V-AAI-3P	V-AAI-3P	4160&5656	ποιέω	ἐποίησαν	
Matt 21:36	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 21:36	ὡσαύτως.	ADV	ADV	5615	ὡσαύτως	ὡσαύτως	
Matt 21:37	ὕστερον	ADV	ADV	5305	ὕστερος	ὕστερον	
Matt 21:37	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 21:37	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Matt 21:37	πρὸς	PREP	PREP	4314	πρός	πρός	
Matt 21:37	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 21:37	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 21:37	υἱὸν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 21:37	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 21:37	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 21:37	Ἐντραπήσονται	V-2FPI-3P	V-2FPI-3P	1788&5691	ἐντρέπω	Ἐντραπήσονται	
Matt 21:37	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 21:37	υἱόν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 21:37	μου.	P-1GS	P-1GS	1473	ἐγώ	μου	
Matt 21:38	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 21:38	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 21:38	γεωργοὶ	N-NPM	N-NPM	1092	γεωργός	γεωργοί	
Matt 21:38	ἰδόντες	V-2AAP-NPM	V-2AAP-NPM	3708&5631	ὁράω	ἰδόντες	
Matt 21:38	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 21:38	υἱὸν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 21:38	εἶπον	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπον	
Matt 21:38	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 21:38	ἑαυτοῖς	F-3DPM	F-3DPM	1438	ἑαυτοῦ	ἑαυτοῖς	
Matt 21:38	Οὗτός	D-NSM	D-NSM	3778	οὗτος	Οὗτος	
Matt 21:38	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 21:38	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 21:38	κληρονόμος·	N-NSM	N-NSM	2818	κληρονόμος	κληρονόμος	
Matt 21:38	δεῦτε	V-PAM-2P	V-PAM-2P	1205&5720	δεῦτε	δεῦτε	
Matt 21:38	ἀποκτείνωμεν	V-AAS-1P	V-AAS-1P	615&5725	ἀποκτείνω	ἀποκτείνωμεν	
Matt 21:38	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 21:38	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:38	σχῶμεν	V-2AAS-1P	V-2AAS-1P	2192&5632	ἔχω	σχῶμεν	
Matt 21:38	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 21:38	κληρονομίαν	N-ASF	N-ASF	2817	κληρονομία	κληρονομίαν	
Matt 21:38	αὐτοῦ·	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 21:39	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:39	λαβόντες	V-2AAP-NPM	V-2AAP-NPM	2983&5631	λαμβάνω	λαβόντες	
Matt 21:39	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 21:39	ἐξέβαλον	V-2AAI-3P	V-2AAI-3P	1544&5627	ἐκβάλλω	ἐξέβαλον	
Matt 21:39	ἔξω	ADV	ADV	1854	ἔξω	ἔξω	
Matt 21:39	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 21:39	ἀμπελῶνος	N-GSM	N-GSM	290	ἀμπελών	ἀμπελῶνος	
Matt 21:39	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:39	ἀπέκτειναν.	V-AAI-3P	V-AAI-3P	615&5656	ἀποκτείνω	ἀπέκτειναν	
Matt 21:40	ὅταν	CONJ	CONJ	3752	ὅταν	ὅταν	
Matt 21:40	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Matt 21:40	ἔλθῃ	V-2AAS-3S	V-2AAS-3S	2064&5632	ἔρχομαι	ἔλθῃ	
Matt 21:40	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 21:40	κύριος	N-NSM	N-NSM	2962	κύριος	κύριος	
Matt 21:40	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 21:40	ἀμπελῶνος,	N-GSM	N-GSM	290	ἀμπελών	ἀμπελῶνος	
Matt 21:40	τί	I-ASN	I-ASN	5101	τίς	τί	
Matt 21:40	ποιήσει	V-FAI-3S	V-FAI-3S	4160&5692	ποιέω	ποιήσει	
Matt 21:40	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 21:40	γεωργοῖς	N-DPM	N-DPM	1092	γεωργός	γεωργοῖς	
Matt 21:40	ἐκείνοις;	D-DPM	D-DPM	1565	ἐκεῖνος	ἐκείνοις	
Matt 21:41	λέγουσιν	V-PAI-3P	V-PAI-3P	3004&5719	λέγω	λέγουσιν	
Matt 21:41	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 21:41	Κακοὺς	A-APM	A-APM	2556	κακός	Κακούς	
Matt 21:41	κακῶς	ADV	ADV	2560	κακῶς	κακῶς	
Matt 21:41	ἀπολέσει	V-FAI-3S	V-FAI-3S	622&5692	ἀπόλλυμι	ἀπολέσει	
Matt 21:41	αὐτούς,	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 21:41	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:41	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 21:41	ἀμπελῶνα	N-ASM	N-ASM	290	ἀμπελών	ἀμπελῶνα	
Matt 21:41	ἐκδώσεται	V-FDI-3S	V-FDI-3S	1554&5695	ἐκδίδωμι	ἐκδώσεται	
Matt 21:41	ἄλλοις	A-DPM	A-DPM	243	ἄλλος	ἄλλοις	
Matt 21:41	γεωργοῖς,	N-DPM	N-DPM	1092	γεωργός	γεωργοῖς	
Matt 21:41	οἵτινες	R-NPM	R-NPM	3748	ὅστις	οἵτινες	
Matt 21:41	ἀποδώσουσιν	V-FAI-3P	V-FAI-3P	591&5692	ἀποδίδωμι	ἀποδώσουσιν	
Matt 21:41	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 21:41	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 21:41	καρποὺς	N-APM	N-APM	2590	καρπός	καρπούς	
Matt 21:41	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 21:41	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 21:41	καιροῖς	N-DPM	N-DPM	2540	καιρός	καιροῖς	
Matt 21:41	αὐτῶν.	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 21:42	Λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	Λέγει	
Matt 21:42	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 21:42	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 21:42	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 21:42	Οὐδέποτε	ADV-N	ADV-N	3763	οὐδέποτε	Οὐδέποτε	
Matt 21:42	ἀνέγνωτε	V-2AAI-2P	V-2AAI-2P	314&5627	ἀναγινώσκω	ἀνέγνωτε	
Matt 21:42	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 21:42	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Matt 21:42	γραφαῖς	N-DPF	N-DPF	1124	γραφή	γραφαῖς	
Matt 21:42	Λίθον	N-ASM	N-ASM	3037	λίθος	Λίθον	
Matt 21:42	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 21:42	ἀπεδοκίμασαν	V-AAI-3P	V-AAI-3P	593&5656	ἀποδοκιμάζω	ἀπεδοκίμασαν	
Matt 21:42	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 21:42	οἰκοδομοῦντες,	V-PAP-NPM	V-PAP-NPM	3618&5723	οἰκοδομέω	οἰκοδομοῦντες	
Matt 21:42	οὗτος	D-NSM	D-NSM	3778	οὗτος	οὗτος	
Matt 21:42	ἐγενήθη	V-AOI-3S	V-AOI-3S	1096&5675	γίνομαι	ἐγενήθη	
Matt 21:42	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 21:42	κεφαλὴν	N-ASF	N-ASF	2776	κεφαλή	κεφαλήν	
Matt 21:42	γωνίας·	N-GSF	N-GSF	1137	γωνία	γωνίας	
Matt 21:42	παρὰ	PREP	PREP	3844	παρά	παρά	
Matt 21:42	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Matt 21:42	ἐγένετο	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
Matt 21:42	αὕτη,	D-NSF	D-NSF	3778	οὗτος	αὕτη	
Matt 21:42	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:42	ἔστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἔστιν	
Matt 21:42	θαυμαστὴ	A-NSF	A-NSF	2298	θαυμαστός	θαυμαστή	
Matt 21:42	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 21:42	ὀφθαλμοῖς	N-DPM	N-DPM	3788	ὀφθαλμός	ὀφθαλμοῖς	
Matt 21:42	ἡμῶν;	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
Matt 21:43	διὰ	PREP	PREP	1223	διά	διά	
Matt 21:43	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Matt 21:43	λέγω	V-PAI-1S	V-PAI-1S	3004&5719	λέγω	λέγω	
Matt 21:43	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
Matt 21:43	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Matt 21:43	ἀρθήσεται	V-FPI-3S	V-FPI-3S	142&5701	αἴρω	ἀρθήσεται	
Matt 21:43	ἀφ’	PREP	PREP	575	ἀπό	ἀφ’	
Matt 21:43	ὑμῶν	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Matt 21:43	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 21:43	βασιλεία	N-NSF	N-NSF	932	βασιλεία	βασιλεία	
Matt 21:43	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 21:43	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Matt 21:43	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:43	δοθήσεται	V-FPI-3S	V-FPI-3S	1325&5701	δίδωμι	δοθήσεται	
Matt 21:43	ἔθνει	N-DSN	N-DSN	1484	ἔθνος	ἔθνει	
Matt 21:43	ποιοῦντι	V-PAP-DSN	V-PAP-DSN	4160&5723	ποιέω	ποιοῦντι	
Matt 21:43	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 21:43	καρποὺς	N-APM	N-APM	2590	καρπός	καρπούς	
Matt 21:43	αὐτῆς.	P-GSF	P-GSF	846	αὐτός	αὐτῆς	
Matt 21:44	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:44	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 21:44	πεσὼν	V-2AAP-NSM	V-2AAP-NSM	4098&5631	πίπτω	πεσών	
Matt 21:44	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Matt 21:44	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 21:44	λίθον	N-ASM	N-ASM	3037	λίθος	λίθον	
Matt 21:44	τοῦτον	D-ASM	D-ASM	3778	οὗτος	τοῦτον	
Matt 21:44	συνθλασθήσεται·	V-FPI-3S	V-FPI-3S	4917&5701	συνθλάω	συνθλασθήσεται	
Matt 21:44	ἐφ’	PREP	PREP	1909	ἐπί	ἐφ’	
Matt 21:44	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 21:44	δ’	CONJ	CONJ	1161	δέ	δ’	
Matt 21:44	ἂν	PRT	PRT	302	ἄν	ἄν	
Matt 21:44	πέσῃ,	V-2AAS-3S	V-2AAS-3S	4098&5632	πίπτω	πέσῃ	
Matt 21:44	λικμήσει	V-FAI-3S	V-FAI-3S	3039&5692	λικμάω	λικμήσει	
Matt 21:44	αὐτόν.	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 21:45	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 21:45	ἀκούσαντες	V-AAP-NPM	V-AAP-NPM	191&5660	ἀκούω	ἀκούσαντες	
Matt 21:45	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 21:45	ἀρχιερεῖς	N-NPM	N-NPM	749	ἀρχιερεύς	ἀρχιερεῖς	
Matt 21:45	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:45	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 21:45	Φαρισαῖοι	N-NPM	N-NPM	5330	Φαρισαῖος	Φαρισαῖοι	
Matt 21:45	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Matt 21:45	παραβολὰς	N-APF	N-APF	3850	παραβολή	παραβολάς	
Matt 21:45	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 21:45	ἔγνωσαν	V-2AAI-3P	V-2AAI-3P	1097&5627	γινώσκω	ἔγνωσαν	
Matt 21:45	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Matt 21:45	περὶ	PREP	PREP	4012	περί	περί	
Matt 21:45	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 21:45	λέγει·	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Matt 21:46	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 21:46	ζητοῦντες	V-PAP-NPM	V-PAP-NPM	2212&5723	ζητέω	ζητοῦντες	
Matt 21:46	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 21:46	κρατῆσαι	V-AAN	V-AAN	2902&5658	κρατέω	κρατῆσαι	
Matt 21:46	ἐφοβήθησαν	V-AOI-3P	V-AOI-3P	5399&5675	φοβέω	ἐφοβήθησαν	
Matt 21:46	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 21:46	ὄχλους,	N-APM	N-APM	3793	ὄχλος	ὄχλους	
Matt 21:46	ἐπεὶ	CONJ	CONJ	1893	ἐπεί	ἐπεί	
Matt 21:46	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 21:46	προφήτην	N-ASM	N-ASM	4396	προφήτης	προφήτην	
Matt 21:46	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 21:46	εἶχον.	V-IAI-3P	V-IAI-3P	2192&5707	ἔχω	εἶχον	
Matt 22:1	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 22:1	ἀποκριθεὶς	V-AOP-NSM	V-AOP-NSM	611&5679	ἀποκρίνομαι	ἀποκριθείς	
Matt 22:1	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 22:1	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 22:1	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
Matt 22:1	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 22:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 22:1	παραβολαῖς	N-DPF	N-DPF	3850	παραβολή	παραβολαῖς	
Matt 22:1	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 22:1	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 22:2	Ὡμοιώθη	V-API-3S	V-API-3S	3666&5681	ὁμοιόω	Ὡμοιώθη	
Matt 22:2	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 22:2	βασιλεία	N-NSF	N-NSF	932	βασιλεία	βασιλεία	
Matt 22:2	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 22:2	οὐρανῶν	N-GPM	N-GPM	3772	οὐρανός	οὐρανῶν	
Matt 22:2	ἀνθρώπῳ	N-DSM	N-DSM	444	ἄνθρωπος	ἀνθρώπῳ	
Matt 22:2	βασιλεῖ,	N-DSM	N-DSM	935	βασιλεύς	βασιλεῖ	
Matt 22:2	ὅστις	R-NSM	R-NSM	3748	ὅστις	ὅστις	
Matt 22:2	ἐποίησεν	V-AAI-3S	V-AAI-3S	4160&5656	ποιέω	ἐποίησεν	
Matt 22:2	γάμους	N-APM	N-APM	1062	γάμος	γάμους	
Matt 22:2	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 22:2	υἱῷ	N-DSM	N-DSM	5207	υἱός	υἱῷ	
Matt 22:2	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:3	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:3	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Matt 22:3	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:3	δούλους	N-APM	N-APM	1401	δοῦλος (II)	δούλους	
Matt 22:3	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:3	καλέσαι	V-AAN	V-AAN	2564&5658	καλέω	καλέσαι	
Matt 22:3	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:3	κεκλημένους	V-RPP-APM	V-RPP-APM	2564&5772	καλέω	κεκλημένους	
Matt 22:3	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 22:3	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:3	γάμους,	N-APM	N-APM	1062	γάμος	γάμους	
Matt 22:3	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:3	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Matt 22:3	ἤθελον	V-IAI-3P	V-IAI-3P	2309&5707	θέλω	ἤθελον	
Matt 22:3	ἐλθεῖν.	V-2AAN	V-2AAN	2064&5629	ἔρχομαι	ἐλθεῖν	
Matt 22:4	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
Matt 22:4	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Matt 22:4	ἄλλους	A-APM	A-APM	243	ἄλλος	ἄλλους	
Matt 22:4	δούλους	N-APM	N-APM	1401	δοῦλος (II)	δούλους	
Matt 22:4	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 22:4	Εἴπατε	V-2AAM-2P	V-2AAM-2P	3004&5628	λέγω	Εἴπατε	
Matt 22:4	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 22:4	κεκλημένοις	V-RPP-DPM	V-RPP-DPM	2564&5772	καλέω	κεκλημένοις	
Matt 22:4	Ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	Ἰδού	
Matt 22:4	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Matt 22:4	ἄριστόν	N-ASN	N-ASN	712	ἄριστον	ἄριστον	
Matt 22:4	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Matt 22:4	ἡτοίμακα,	V-RAI-1S	V-RAI-1S	2090&5758	ἑτοιμάζω	ἡτοίμακα	
Matt 22:4	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 22:4	ταῦροί	N-NPM	N-NPM	5022	ταῦρος	ταῦροι	
Matt 22:4	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Matt 22:4	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:4	τὰ	T-NPN	T-NPN	3588	ὁ	τά	
Matt 22:4	σιτιστὰ	A-NPN	A-NPN	4619	σιτιστός	σιτιστά	
Matt 22:4	τεθυμένα,	V-RPP-NPN	V-RPP-NPN	2380&5772	θύω	τεθυμένα	
Matt 22:4	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:4	πάντα	A-NPN	A-NPN	3956	πᾶς	πάντα	
Matt 22:4	ἕτοιμα·	A-NPN	A-NPN	2092	ἕτοιμος	ἕτοιμα	
Matt 22:4	δεῦτε	V-PAM-2P	V-PAM-2P	1205&5720	δεῦτε	δεῦτε	
Matt 22:4	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 22:4	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:4	γάμους.	N-APM	N-APM	1062	γάμος	γάμους	
Matt 22:5	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 22:5	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 22:5	ἀμελήσαντες	V-AAP-NPM	V-AAP-NPM	272&5660	ἀμελέω	ἀμελήσαντες	
Matt 22:5	ἀπῆλθον,	V-2AAI-3P	V-2AAI-3P	565&5627	ἀπέρχομαι	ἀπῆλθον	
Matt 22:5	ὃς	R-NSM	R-NSM	3739	ὅς	ὅς	
Matt 22:5	μὲν	PRT	PRT	3303	μέν	μέν	
Matt 22:5	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 22:5	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 22:5	ἴδιον	A-ASM	A-ASM	2398	ἴδιος	ἴδιον	
Matt 22:5	ἀγρόν,	N-ASM	N-ASM	68	ἀγρός	ἀγρόν	
Matt 22:5	ὃς	R-NSM	R-NSM	3739	ὅς	ὅς	
Matt 22:5	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 22:5	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Matt 22:5	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 22:5	ἐμπορίαν	N-ASF	N-ASF	1711	ἐμπορία	ἐμπορίαν	
Matt 22:5	αὐτοῦ·	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:6	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 22:6	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 22:6	λοιποὶ	A-NPM	A-NPM	3062	λοιπός	λοιποί	
Matt 22:6	κρατήσαντες	V-AAP-NPM	V-AAP-NPM	2902&5660	κρατέω	κρατήσαντες	
Matt 22:6	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:6	δούλους	N-APM	N-APM	1401	δοῦλος (II)	δούλους	
Matt 22:6	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:6	ὕβρισαν	V-AAI-3P	V-AAI-3P	5195&5656	ὑβρίζω	ὕβρισαν	
Matt 22:6	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:6	ἀπέκτειναν.	V-AAI-3P	V-AAI-3P	615&5656	ἀποκτείνω	ἀπέκτειναν	
Matt 22:7	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 22:7	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 22:7	βασιλεὺς	N-NSM	N-NSM	935	βασιλεύς	βασιλεύς	
Matt 22:7	ὠργίσθη,	V-API-3S	V-API-3S	3710&5681	ὀργίζω	ὠργίσθη	
Matt 22:7	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:7	πέμψας	V-AAP-NSM	V-AAP-NSM	3992&5660	πέμπω	πέμψας	
Matt 22:7	τὰ	T-APN	T-APN	3588	ὁ	τά	
Matt 22:7	στρατεύματα	N-APN	N-APN	4753	στράτευμα	στρατεύματα	
Matt 22:7	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:7	ἀπώλεσεν	V-AAI-3S	V-AAI-3S	622&5656	ἀπόλλυμι	ἀπώλεσεν	
Matt 22:7	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 22:7	φονεῖς	N-APM	N-APM	5406	φονεύς	φονεῖς	
Matt 22:7	ἐκείνους	D-APM	D-APM	1565	ἐκεῖνος	ἐκείνους	
Matt 22:7	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 22:7	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 22:7	πόλιν	N-ASF	N-ASF	4172	πόλις	πόλιν	
Matt 22:7	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 22:7	ἐνέπρησεν.	V-AAI-3S	V-AAI-3S	1714&5656	ἐμπίπρημι	ἐνέπρησεν	
Matt 22:8	τότε	ADV	ADV	5119	τότε	τότε	
Matt 22:8	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Matt 22:8	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 22:8	δούλοις	N-DPM	N-DPM	1401	δοῦλος (II)	δούλοις	
Matt 22:8	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 22:8	Ὁ	T-NSM	T-NSM	3588	ὁ	Ὁ	
Matt 22:8	μὲν	PRT	PRT	3303	μέν	μέν	
Matt 22:8	γάμος	N-NSM	N-NSM	1062	γάμος	γάμος	
Matt 22:8	ἕτοιμός	A-NSM	A-NSM	2092	ἕτοιμος	ἕτοιμος	
Matt 22:8	ἐστιν,	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 22:8	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 22:8	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 22:8	κεκλημένοι	V-RPP-NPM	V-RPP-NPM	2564&5772	καλέω	κεκλημένοι	
